Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Enterprise Project Manager,5.0,2020-10-02,Current employee,A Company which values their employees,Nothing to point out a the moment,MicroSoft
Arquitecto Digital,5.0,2020-11-06,Current employee,"Flexible working, challenging allways changing objectives",This is not an eight hours and forget environment,MicroSoft
R&D Engineer,5.0,2020-11-16,"Former employee, more than 1 year","Nice salary, cuttingedge research, collaborative teams",I see no major problem.,MicroSoft
Asic Design Engineer,5.0,2021-01-02,Current employee,Great company to work in,I didn’t find any in the last 2 years,MicroSoft
General Manager Of Operations,4.0,2021-01-18,"Former employee, more than 5 years",It is a best township project in chennai,Keep changing the working Methodology,MicroSoft
Premiere Field Engineer - Security,5.0,2021-01-22,"Former employee, more than 8 years","Company Benefits, nice and friendly environment",In this position a lot of traveling,MicroSoft
Systems Administrator Ii [System Engineer],5.0,2021-01-27,"Former employee, more than 1 year",Good work life balance is the pro,Nothing as such observed by me,MicroSoft
Human Resources Officer,5.0,2021-01-29,Former employee,Great Place to work from anywhere around the world,Management need to focus more on communication,MicroSoft
Business Analyst Ii,4.0,2021-02-09,"Former employee, more than 3 years",Strong culture of personal and professional growth,Needs to be a stronger focus on targets.,MicroSoft
Programmer Director Support,5.0,2021-02-09,Current employee,Good wageGood brand Doing wellLots of opportunities to learn,Bit of a shy culture,MicroSoft
Iside Sales Representative,5.0,2021-02-18,"Current employee, more than 1 year",likedi premium is oe of tem,ot so much great place to work,MicroSoft
Data Collection Associate,5.0,2021-02-27,Former employee,"Very good company culture, pleasant atmosphere, energetic team",I cannot find anything bad.,MicroSoft
Business Apprentice Program,4.0,2021-04-19,Former employee,"culture, learning opportunities, the people",apprenticeship programme was fairly new so opportunities postapprenticeship weren't clear,MicroSoft
Systems Network Engineer,5.0,2021-07-23,"Current employee, more than 5 years","Fleiable, Great working structue, please great, friendly","Office Politics, Which is like at all companies",MicroSoft
Customer Engineering,5.0,2021-10-12,"Current employee, more than 8 years","Work culture, growth mindset and industry outlook",None I could find anything I could think.of,MicroSoft
Software Developer I,3.0,2021-11-10,"Current employee, less than 1 year","Good salary, good location, good ambience","too much pressure, too much hair loss",MicroSoft
Tech Solutions Specialist,4.0,2021-12-11,"Current employee, more than 1 year","Brand, good benefits & pay, great culture.","GSMO is sales focused, Leadership is not stable.",MicroSoft
Assistant Controller,5.0,2022-01-08,"Current employee, more than 3 years","High salary, benefits. Good copany calture",A tough policy that comes from the United States,MicroSoft
Software Engineer Testing,5.0,2022-03-16,"Former employee, more than 5 years","Good team, work life balance, good","difficult to growth, salary increase not high",MicroSoft
Infrastructure Architect,4.0,2022-03-18,Current employee,You get build along with the company.,There is no specific cons,MicroSoft
Program Manger,5.0,2022-03-23,Current employee,"Flexible Work life, competitive deal","none, I cannot think of any cons",MicroSoft
Technical Software Support Engineer,4.0,2022-05-11,"Former employee, more than 1 year",1. Great perks 2. High job satisfaction,1. Work is sometimes of low quality,MicroSoft
Regional Channel Manager,5.0,2022-05-25,"Former employee, more than 8 years",A great company to work for and grow with.,High pressure and high growth expectations,MicroSoft
Student Medical Technologist,3.0,2022-05-29,Current employee,"Good facilities  office, activities and transportation to the work",Not a dynamic environment to work at,MicroSoft
Business Finance Manager,4.0,2022-07-13,Current employee,"Great culture, Good pay, Big name","Constant changes in structure, lack of clarity in roles",MicroSoft
Associate - Penison Operations,5.0,2022-07-23,"Current employee, more than 8 years",Free cancer with every meal,Make you date trans people,MicroSoft
Client Partner Lead,3.0,2022-09-13,Current employee,It's stable and there's some flexibility on working location,It's not the most exciting place.,MicroSoft
Business Analysis,5.0,2022-10-04,"Current employee, less than 1 year",Nice to see you too,Nice to work with Microsoft,MicroSoft
Consulting Services Sales Specialist,5.0,2022-10-12,"Current employee, more than 3 years",Great place for experiencing digital transformations.,Subsidiaries leadership varies from country to country,MicroSoft
Motion Designer,5.0,2022-10-15,"Current employee, less than 1 year",It's Microsoft! Almost everything is a pro.,Few employees are intolerable. And some don't show up.,MicroSoft
Sales Diector,5.0,2022-11-06,"Former employee, more than 10 years","Inclusive, energetic, supportive and very progrssive",Career dev at senior levels was not always transparent,MicroSoft
Multimedia Content Strategist,3.0,2012-05-07,Current employee,Multimedia Content Strategist and other stuff,Really horrible boss work in fear,MicroSoft
Tech Support Windows And Office,5.0,2013-02-12,"Former employee, less than 1 year",training was ok i guess,lack of support for staff,MicroSoft
Senior Technical Support Officer,3.0,2013-04-21,"Former employee, more than 1 year",A good place to learn.,The work culture needs improvement.,MicroSoft
Compliance,4.0,2014-03-04,"Current employee, more than 5 years",free working hours and life/work balance,no belong sense and no headcount,MicroSoft
Evangalist,5.0,2014-09-03,"Current employee, more than 1 year","teamwork, evagalistss have lots of fun",tedious working hours at times.,MicroSoft
Sms&P Lead Spain,5.0,2014-12-02,"Current employee, more than 3 years",Dynamic and innovate. Never get bored.,Stress and targets. Important to keep right worklife balance,MicroSoft
Collections Specialist,3.0,2015-02-02,Current employee,"stable multi backgournd, professional enviroment",american company culture is not as familyfriendly as the scandinavian model,MicroSoft
Head Of Supply Chain,3.0,2015-10-01,Former employee,"global exposure, good compensations, diversity","employment stability, internal politics, unhealthy competition",MicroSoft
Team Leader For Cloud Services (Escalation Engineer),4.0,2016-05-09,"Current employee, more than 1 year",FlexibilityCareer path Own the business,Difficulties in work life balanceNO process define,MicroSoft
Software Develop Engineer,4.0,2017-04-05,"Current employee, more than 1 year","work life balance, leaned a lot","not quite efficient, especially collaborating with other teams",MicroSoft
Ladies Product/Sales Manager,5.0,2017-11-23,"Former employee, more than 1 year",Developed my knowledge and experience,Some of the work was tedious,MicroSoft
Cce,5.0,2017-11-28,"Current employee, more than 3 years",Everything is great while I'm working here,Nothing here is bad either.,MicroSoft
Data Support Engineer,3.0,2018-07-15,"Current employee, more than 1 year",Good Perks and Benefits. Nice Office.,"Work load, Pressure and rude behavior of colleagues.",MicroSoft
Associate Partner Sales,4.0,2018-08-08,"Former employee, more than 5 years",Employee friendly company with great vision,Nothing as such on the Cons side,MicroSoft
Chairman,5.0,2019-02-15,"Former employee, more than 8 years",Learning knowledge is always good.,"Difficulty, challenge, br the best.",MicroSoft
Service Specialist,4.0,2019-05-05,"Current employee, more than 1 year",Great benefits and learning opportunities,Salary increase is slightly off over the course of years,MicroSoft
Senior Consultant - Human Capital,3.0,2019-05-31,"Former employee, more than 10 years",I have needed this job,Ya very challenges but i have except.,MicroSoft
Industry Solution Manager,4.0,2019-08-14,"Former employee, more than 5 years","Well paid, good culture, ethical behaviour",Too often focused on quarterly results,MicroSoft
Service Desk Analyst,4.0,2019-09-04,"Current employee, more than 1 year","A lot, specially money, for real",A few but kinda silly,MicroSoft
Ww Director Marketing Solutions Sales,5.0,2019-10-21,"Current employee, more than 5 years","Great company, a great leader.",Not for those not interested in lifelong learning,MicroSoft
Technical Consult And Architechture Manager,3.0,2019-10-30,"Current employee, more than 10 years",Flexible and used to for the technologies,"Always solve issue, and find new solutions",MicroSoft
Senior Account Manager/Business Development,5.0,2020-05-03,"Current employee, more than 8 years","CEO's vision, Internal opportunities, Worklife balance",Recruitment process in certain geographies,MicroSoft
Engineering Development Programmer,5.0,2020-05-15,"Current employee, more than 10 years",All Goodness  Great Company Helping the planet!,Nothing  everything is well balanced,MicroSoft
Digita,5.0,2020-05-21,Current employee,Fun  pleasant people to work woth,Busy a lot didn’t have time to play,MicroSoft
Professional Recruiter,5.0,2020-07-28,Current employee,"inclusive culture, work life balance, great people",One must see challenges as learning opportunities.,MicroSoft
Digital Content Strategist,4.0,2020-08-23,Former employee,Good benefits and compensation. Nice work environment.,"Really big and bureaucratic, constant change",MicroSoft
Human Resources Ops Associate,5.0,2020-09-04,"Former employee, more than 1 year",Best company to work for,There are no cons as far as I was concerned,MicroSoft
Boekhouder,5.0,2020-09-11,Former employee,Very nice environment with a lot of growing oppurtunities,Its very competitive workplace. Big company,MicroSoft
"Senior Director, Sales",5.0,2020-10-04,Current employee,Growth Mindset culture is outstanding,Can be complex and a stretch,MicroSoft
Human Resources Apprentice,5.0,2020-11-20,Current employee,Diversity & inclusion is real attractive work environment,Nothing to say for the moment,MicroSoft
Customer Experience Lead,5.0,2020-12-26,"Former employee, more than 8 years",Great teamwork and challenging tasks,Bureaucracy sometimes undermines teamwork effort,MicroSoft
Vendor Manager,5.0,2021-01-06,"Current employee, more than 5 years","Leadership, flexibility, people, projects and impact on the world","Agility, like with all large corporations.",MicroSoft
Consultant Big Data & Analytics,4.0,2021-01-10,Former employee,"Awesome work culture, great work life balance.",Limited opportunities for career growth,MicroSoft
Uc Engineer,5.0,2021-02-12,"Current employee, more than 1 year","Environment, growth mindset, new learning’s, global work culture",Nothing that I am aware of,MicroSoft
Delivery Project Manager,5.0,2021-03-04,"Former employee, more than 3 years",Very nice company for long term association,Not that I faced during my tenure,MicroSoft
Senior Director Cloud Solution Architecture,5.0,2021-04-02,Current employee,Good Salary structureGreat Work Environment,None which is currently mentionable,MicroSoft
Digital Analyst,5.0,2021-04-04,Former employee,Good culture and friendly staff. Safe job.,Getting a little bit outdated,MicroSoft
Telecom Test Engineer,5.0,2021-04-05,Former employee,Flexible working hours. Pantry is full of healthy snacks,none that I can think of,MicroSoft
Pm Ic,5.0,2021-04-11,Current employee,wlb is good. and can do good things,pay might be lower than others,MicroSoft
Human Resources Advisor,5.0,2021-04-30,"Former employee, less than 1 year",Microsoft is a great place to work !,I wish I would have stayed longer,MicroSoft
Iso,5.0,2021-05-01,"Current employee, more than 3 years",The employee is highly valued,Small raise when changin job internally,MicroSoft
Accountmanager Retail,4.0,2021-09-19,Current employee,Great facilities and options to grow.,Managers are very data driven,MicroSoft
Data Abstractor,5.0,2021-10-17,"Current employee, less than 1 year",Best company in the world.,Workload is very heavy man.,MicroSoft
Computer Science Professor,5.0,2021-11-29,Current employee,"I love Microsoft, Softwares And Coding",There is no downsides by far,MicroSoft
Wss (Technical Support),5.0,2021-12-07,Current employee,"money, good people and the environment",hoes in the office and strippers,MicroSoft
Corporate Travel Agent,5.0,2022-02-02,"Former employee, more than 5 years",Great and exxectllent wonderfull awesome,Okay okay okay okay okay,MicroSoft
Qa Manager,5.0,2022-02-07,"Current employee, more than 5 years",Good work life balance here,Nothing to add here from me,MicroSoft
Cyber Secuirty,5.0,2022-04-12,Former employee,good payment . using recent tech,not flexible work hours . competitive environment,MicroSoft
Senior Finance Manager - Financial Planning Analysis,5.0,2022-06-08,"Current employee, more than 8 years","Benefits, stocks, flexibility, career perspective, home office","Life quality, salary, stress, health care, competition",MicroSoft
Data Analayst- Project Management,4.0,2022-07-18,"Current employee, less than 1 year","Nice work culture, great learning, new technologies",None till now everything is great.,MicroSoft
Sde-1 (Frontend),5.0,2022-08-01,"Former employee, less than 1 year",Free foodGood payLooks good on your resume,Work loadHard to get a job in it,MicroSoft
Software Development Engineer(Sde) Intern,5.0,2022-08-04,"Current employee, more than 1 year",good work good work culture good lifestyle,a lot of competition in hiring,MicroSoft
Marcom Specialist,4.0,2022-08-19,"Former employee, more than 3 years",Best business school you can get,Hierarchy in some teams is tough,MicroSoft
Query Judge And Data Labeling Officer,5.0,2022-08-28,"Former employee, less than 1 year","Well paid, relaxed working environment...",No cons I can think of,MicroSoft
Waste Management Worker,4.0,2022-09-29,"Former employee, more than 1 year",Nice to place t o wrok,"Can't find a con, because everything is nice",MicroSoft
Business Operation,4.0,2011-05-08,Former employee,"Culture, support, team spirit and salaries","so many good talents inside, difficulty to be the one",MicroSoft
Partners,3.0,2012-02-23,Former employee,Global fast driven company. Steve Ballmer is an excellent CEO.,If not based in Seattle you are just another number.,MicroSoft
Software Applications Developer,5.0,2015-08-15,"Current employee, less than 1 year",I like to work in challenging company.,small company have not to much name,MicroSoft
Financial Consultant Adviser,5.0,2015-09-18,"Current employee, more than 10 years",An absolutely very Good Business,None that I can think of,MicroSoft
Distribution Manager,3.0,2016-02-04,Former employee,One of the best company on earth,Too much Competition between employees,MicroSoft
Developer Audience Evangelist,5.0,2016-02-17,"Current employee, more than 10 years","Open, respectful, innovative and with great people",It is a very large company,MicroSoft
Enterprise Solution Sales Specialist,4.0,2016-03-23,"Former employee, more than 1 year",great company and cool tech,"political, red tape. need cloud sales strategic plans.",MicroSoft
Assistant Account Manager,5.0,2016-04-04,"Former employee, more than 1 year",best in the world,poor quality in c d ......need to improvement,MicroSoft
International Communications,5.0,2016-07-21,Former employee,Best place ever to network,A lot of work some times,MicroSoft
Inside Sales Executive,4.0,2016-07-30,"Current employee, more than 3 years",provides big room to grow and develop.,outsourcing and vendor hiring structure,MicroSoft
Dc Engineer,5.0,2016-10-23,"Current employee, more than 1 year",best place to work with,..there are no cones with the company,MicroSoft
Financial Analyst Intern,5.0,2016-12-02,Former employee,"Good corporate culture, diversity and inclusion",Relatively slower growth in Ops and Finance,MicroSoft
Director-Partner Development,5.0,2018-02-12,"Current employee, more than 5 years","Open work culture, good compensation",Bureaucratic and too structured at times,MicroSoft
Senior Supplier Quality Manager,5.0,2018-03-01,"Former employee, more than 10 years","Good company, great culture, great people","company location change, had to seek other opps.",MicroSoft
Industrial Designer,3.0,2018-05-15,"Current employee, more than 3 years","Work, colleagues, gym center, work hours, envirronment","Dinosaurs, not ready for big move, taxation, salary",MicroSoft
Sharepoint Developer Support Engineer,4.0,2018-08-28,"Former employee, more than 1 year","Flexible workplace, great team, central location","Insufficient training, conflicting key performance indicators",MicroSoft
Courier Driver,5.0,2019-02-19,"Current employee, more than 5 years",Peace of mind. Security & freedom,Long hours.  And little else,MicroSoft
Sdet-2,4.0,2019-02-23,"Former employee, more than 5 years",Good Compensationstrong adherence to HR policy,Not much challenging workLearning is limited to Microsoft Tech.,MicroSoft
Global Finance Manager,5.0,2019-02-25,Former employee,Good Compensation with good benefits,N o n e really,MicroSoft
Senior Qa Engineer,4.0,2019-05-12,"Current employee, more than 1 year",My dream company.And good platform to learn new things,Provide good platform for content writing.,MicroSoft
Inside Territory Manager,4.0,2019-07-16,"Current employee, more than 3 years","Work & life balance, benefits, positive work environment and culture",low salary in technology companies,MicroSoft
Student Assistant,5.0,2020-06-09,"Former employee, more than 1 year",Working with very smart people,"Political, and many changes happening constantly",MicroSoft
Sales And Marketing Specialist,5.0,2020-07-15,"Former employee, more than 1 year",Really enjoyed working here at Microsoft,None that I know of.,MicroSoft
Software Engineer Student,4.0,2020-09-08,Current employee,"pays well, interesting, good atmosphere",there is a bit of pressure,MicroSoft
Founder &Amp; Chief Executive Officer,5.0,2020-10-11,Current employee,You make epic money here,I never see Bill gates.,MicroSoft
Senior Manufacturing Manager,5.0,2021-02-05,"Former employee, more than 3 years","Good team, be open to learn.",Too much flexibility goes down to pressure.,MicroSoft
Software Engienner,5.0,2021-02-06,Current employee,Very good working atmosphere and colleuges,"No salary increment,no incentives provided",MicroSoft
"Expert, Applications Services Engineer",4.0,2021-02-13,"Former employee, more than 1 year","Salary, flexibility, worklife balance, pretty much all good overall",Management is rather narrow minded,MicroSoft
Data Labeller,5.0,2021-03-22,"Former employee, less than 1 year","great team, flexible working hours, competitive salary",there is no any significant cons,MicroSoft
Pharmacists,4.0,2021-03-25,Former employee,1 salary 2 environment3 cool4 fun5 management,1 busy2 work3 location4 communication5 some coworkers,MicroSoft
Senior Software Engenier,5.0,2021-04-21,Current employee,Great company for the most part of the employees,Not too much about it,MicroSoft
C# Developer,5.0,2021-05-05,Former employee,very dinamic workforce full of young people,too stressful at times to be honest,MicroSoft
Events Coordinator,3.0,2021-05-10,Former employee,"Internet & phone coverage, 13th month salary, SODEXO lunch vouchers","1year contract, CIP, hired through AIESEC",MicroSoft
Skilled Handyman,5.0,2021-05-20,"Former employee, more than 5 years",The best company ever I worked for,Nothing to say here for now,MicroSoft
Mis,5.0,2021-06-01,Current employee,The business environment is very comfortable,Often work overtimeThere are many meetings,MicroSoft
Software Manager Ii,3.0,2021-06-04,Current employee,"good coworkers, good benefits, very stable company",Not i can think of any,MicroSoft
Algorithm Developer,5.0,2021-06-06,Current employee,Good money and salary and food,No Soul or life or anything like it,MicroSoft
Web Sales Advisor,5.0,2021-06-17,"Current employee, more than 1 year",Great benefitsCertifications for free CompensationWork life balance,Retail has few opportunities to grow,MicroSoft
Retail Sales Assistant,4.0,2021-07-14,"Former employee, less than 1 year",Fellow colleagues and nice environment,None really  good place to work,MicroSoft
Phake Review,4.0,2021-07-17,"Current employee, less than 1 year","Good work, okay boss, nice food","bad manager, did not like the lighting in office",MicroSoft
Logistics Coordinator,5.0,2021-07-20,"Former employee, less than 1 year",awesome place to work Microsoft,no disadvanages at all or what so ever,MicroSoft
Senior Industry Manager,5.0,2021-08-22,"Current employee, less than 1 year","Inclusive culture, customer focused, innovative","Lengthy internal processes, everything is virtual",MicroSoft
Principal Program Management,5.0,2021-09-04,"Current employee, more than 5 years",Staff very well looked after,"Very little, company going in the right direction",MicroSoft
Data Sceientist,5.0,2021-09-29,"Former employee, more than 5 years","Salary, overall conditions, locations, flexability","Not enough stocks, allow dogs in",MicroSoft
Operation Manager,5.0,2021-10-05,"Current employee, more than 3 years",Talks a lot about diversity and inclusive,I don't see any cons honestly,MicroSoft
Exchange Administrator,5.0,2021-10-09,Current employee,Microsoft has a very good work atmosphere,Survey is unfair for the FLE,MicroSoft
Innovation Manager,5.0,2021-10-16,Former employee,Great company and great environment,"No cons, it's really great.",MicroSoft
Chemical Engineering,5.0,2021-11-09,Former employee,high salary benefits are wonderful,lack of free time for family and friends,MicroSoft
Training Program Manager,4.0,2021-11-21,Current employee,"all good so far, happy to work at.",I don't really have any cons.,MicroSoft
Data Operator,5.0,2021-12-02,Former employee,"Hardworking, team coordination, leadership, skilled and honesty",Inability to work in hostile environment,MicroSoft
L&D Manager,5.0,2021-12-19,"Current employee, more than 3 years",Great learning experience great work environment great perks,Nothing bad about the organization,MicroSoft
Technical Support Analyst,5.0,2021-12-20,Current employee,Being at international company like microsoft,"Long shifts , not good mentoring",MicroSoft
R&D Intern,5.0,2021-12-23,"Current employee, less than 1 year", Good place to work Confortable office, Low salary relative No internal restaurant,MicroSoft
Soft Dev,5.0,2021-12-31,Current employee,Good opportunity compensation roadmap challenges,Nothing specific. Good company for long term,MicroSoft
Frontend Software Engineer,4.0,2022-01-20,Current employee,"Nice people, nice office, perks","Slow promotions, somewhat low salary",MicroSoft
Home Health Aide,5.0,2022-01-29,"Former employee, less than 1 year",lots of pros i cant even start,no cons i was treated well,MicroSoft
Mfg Engineer Ii,5.0,2022-02-04,"Current employee, less than 1 year",Not applicable to this section of the form,Very challenging environment and slow promotion,MicroSoft
Marketing Account Manager,5.0,2022-02-20,Current employee,Healthy Work EnvironmentGood BenefitsLearnings and WorkLife balance,Rapid structural changesRecruitment and hiring process,MicroSoft
Retail Sales Representative,4.0,2022-03-22,"Former employee, more than 1 year",High payFlexible scheduleInteresting experienceProduct knowledge,Micromanage Long hoursNeed to travel sometimes,MicroSoft
It Consultant Sd1,4.0,2022-04-25,"Current employee, more than 1 year",the perks were very good,work life balance was not that great,MicroSoft
Server Side Developer,5.0,2022-06-04,"Former employee, more than 1 year",Bonuses every yearBig option and overall plan,Confused managementPromotion fightsHh,MicroSoft
Crm Engineer,4.0,2022-06-16,"Current employee, more than 5 years",Good work life balanceLot of benefits,not many promotionslack of level up,MicroSoft
Consultant Adoption Change Management,5.0,2022-07-26,Current employee,"Flexibility, hybrid working, international travel",Team not closely knit as others,MicroSoft
Performance Test Lead,5.0,2022-08-03,Current employee,Good work life balance present,haven't come across any cons,MicroSoft
Corporate Finance Executive,3.0,2022-09-06,Former employee,"All Good, the people all are nice",Heavy workload when it near end of the month,MicroSoft
Benefit Specialist,5.0,2022-10-17,Former employee,"Great works pace, pay and work life balance",None that i could find.,MicroSoft
Senior Consulatant,5.0,2022-11-16,"Current employee, more than 1 year",The Growth Mindset company culture is great.,The reorganization is not organized.,MicroSoft
Public Sector Lead,3.0,2015-07-06,Former employee,"Top Brand, Great Exposure, Competitive Compensation","No worklife balance, High employee turnover",MicroSoft
Senior Technical Officer,5.0,2015-09-09,"Former employee, less than 1 year",Nice and Good environment to work,"Politics, politics and Politics Nice",MicroSoft
District Sales Leader,5.0,2015-12-22,"Former employee, more than 8 years",Excellent customer penetration. leader technology company,Quota aknowledge. Reporting time. Internal work,MicroSoft
Senior Technical Project Manager,5.0,2017-07-18,"Current employee, more than 10 years",Excellent company to work for,None to share at this moment,MicroSoft
Cybersecurity,3.0,2017-08-14,"Current employee, more than 5 years",Good opportunity for Mgmt  Career,Work life balance and lower salaries in Italy,MicroSoft
Velocity Manager,3.0,2017-08-22,"Former employee, more than 3 years",the benefits are very good,middle management is very bad. and has recruting issues,MicroSoft
Se2,5.0,2017-09-19,"Current employee, more than 1 year","Awesome company, good to join",There are no cons of joining MS,MicroSoft
Senior Financial Controller,4.0,2018-03-07,"Current employee, less than 1 year","Great packages, development oppties and WLB",Diplomacy is a must to survive,MicroSoft
Associate Recruitment Consultant,3.0,2018-04-24,"Current employee, more than 1 year","subsidised lunch, good work life balance",Location of office is very isolated,MicroSoft
Ankit,4.0,2018-09-12,"Current employee, more than 3 years",Great impact of work you do,Sometimes few processes are time taking,MicroSoft
Labour & Evangelism Lead,4.0,2019-06-27,Current employee,"diversity, job evolution, international, compensation, image","competition, too much complexity, low HR support",MicroSoft
Program Manager Cyber Security,5.0,2019-07-01,"Current employee, more than 3 years","Best culture, good work environment",Not applicable at this moment,MicroSoft
Tcm,5.0,2019-09-11,"Current employee, more than 5 years",Great visibility and experience across different countries,big organization with lots of processes,MicroSoft
Digital Media Manager,5.0,2020-06-02,"Current employee, more than 1 year",Best Company to work for. Really,None. Really.Amazing company and people.,MicroSoft
Customer Service Specialist,4.0,2020-06-14,Former employee,"benefits, market leader, location, good team work","office politics, manager, bad products",MicroSoft
Head Of Legal & Corporate Affairs,4.0,2020-07-24,"Former employee, more than 5 years","Great vision, culture and values",Current leadership is insensitive to smaller markets,MicroSoft
Summer Internship,5.0,2020-08-03,"Current employee, less than 1 year",Nice learning experience with actually business scenario,Demanding selflearning for Microsoft Technology,MicroSoft
Head Of Department,5.0,2020-09-09,Current employee,Good conditions and warm atmosphere,big company and it is not easy,MicroSoft
Audio Visual Technician,4.0,2020-10-09,Current employee,"Great benefits, office environment, leading edge technology",Too many ways of communicating,MicroSoft
Entrepreneur In Residence,5.0,2021-01-14,Current employee,an absolute dreamjob in my opinion,"none, so far I couldn´t find one",MicroSoft
Ingénieur Consultant Junior En Gestion De Project,3.0,2021-01-18,Current employee,"long hours, coffee breaks, lounge and confort","big teams, long commuting hours, challenging projects",MicroSoft
(Devops/Azure/Cloud Engineer,5.0,2021-02-15,Current employee,"Work culture, work/life balance, flexibility","Take home is less, lot of deductions.",MicroSoft
Systems Consultant,4.0,2021-03-22,Current employee,Great environment and fun place to work,None that I can think of,MicroSoft
Senior Development Associate,4.0,2021-04-05,Former employee,Work environment is very good,It is not that very good,MicroSoft
Risk Investigator,4.0,2021-04-05,Former employee,"Good benefits, decent salary and good people attitude",Very busy during quarters specially.,MicroSoft
Mts1 Software Engineer,5.0,2021-04-21,Current employee,Everything are good here as an org,None I could say is wrong,MicroSoft
Seasonal Sales Associate,5.0,2021-04-22,Current employee,good and superb .. enjoyed alot,need to be focus on shift timings,MicroSoft
Principal Hw Engineer,4.0,2021-04-26,"Current employee, more than 1 year",nice and challenging plan to work in,long working houes with overseas team,MicroSoft
I Clean The Floor There,5.0,2021-05-01,"Current employee, less than 1 year",it's nice place to work,there are no cons I love working here,MicroSoft
Human Resources Operations Analyst,5.0,2021-06-10,Current employee,"Timings, Flexibility, Salary, Team, Location","Monotonous, Growth, Learning, Development, Oppurtunities",MicroSoft
Junior Business Intelligence Developer,4.0,2021-06-22,Current employee,Good coworkers they are good to work,Bad management and not great water,MicroSoft
Junior Crap,5.0,2021-06-28,Current employee,Company is great to work at,Big corporate is hard to make changes,MicroSoft
Tech Strategy Consultant,5.0,2021-07-05,Current employee,"Culture , innovation, tech intensity",Long working hours are a concern.,MicroSoft
Agm-Operations,5.0,2021-08-07,"Current employee, more than 1 year",Culture at work place is good,Timings for entry and exit,MicroSoft
Embeeded Software Engineer,5.0,2021-08-25,"Current employee, more than 1 year","Streesfree, helping and learning environment.",Work load may be high sometimes m,MicroSoft
International Student,5.0,2021-09-12,Former employee,good place to work and personal development,"Changing from licenses to solutions, interesting.",MicroSoft
Administrative Aiide,5.0,2021-09-30,Current employee,good work balance with free time,hard to advance thrr corporate ladder,MicroSoft
Business Operations Pm,4.0,2021-10-08,Current employee,"Great pay, benefits, and culture",Most senior roles located in US,MicroSoft
It Staff Member,5.0,2021-10-15,Current employee,Could pass Microsoft exams for free,I dont see any all is good,MicroSoft
Digital Marketing Apprentice,5.0,2021-11-03,"Former employee, more than 1 year","Lovely people, flexible work life balance",HR is quite difficult to contact.,MicroSoft
Programmer/Analyst,5.0,2021-11-04,Current employee,"nice people, good coffee, nice work",I do not have any,MicroSoft
Java Programmer,4.0,2021-11-22,"Former employee, more than 3 years",Bill gates is the role model of mine,New technology new people for,MicroSoft
Administrative Systems,5.0,2021-12-03,Current employee,Good internal spirit and work balance.,Not always flexible on work time.,MicroSoft
Presales Manager,4.0,2021-12-09,Current employee,Good overall experience in Greece with growth,Some times a bit process based,MicroSoft
Partner Recruitment Manager,4.0,2021-12-18,Current employee,"Great benefits, learning opportunities, network opportunities.",Urgent & competitive as in youarereplacable mindset,MicroSoft
Regional Manager Of It,5.0,2022-01-11,"Current employee, more than 10 years",Awesome company with great career prospects,Nothing much to be honest,MicroSoft
Head Of Software,5.0,2022-02-14,Current employee,FANNG business with good culture,No particular cons that I can think of,MicroSoft
Asa Ii,3.0,2022-03-12,Current employee,Microsoft is ok in terms of wlb,No innovations in microsoft at all,MicroSoft
Blade Technician,5.0,2022-03-18,Current employee,good work on site bad jeand,bad pay bad coffee bad fish,MicroSoft
"Senior Manager, Finance",4.0,2022-03-29,"Current employee, more than 1 year",Work life balance is great,Growth may get slow after a certain point,MicroSoft
Product Analyst,5.0,2022-04-19,"Current employee, more than 1 year","Good work culture, growth opportunities",No cons to be shared,MicroSoft
Junior Technician,4.0,2022-04-27,"Current employee, more than 1 year",Good payEasy teams to work withFlexible,A lot of work sometimes,MicroSoft
Business Support Administrator,5.0,2022-05-14,"Current employee, less than 1 year",Flexibility Career opportunities Diversity and inclusion,None to note at this time,MicroSoft
Service Delivery Executive,5.0,2022-05-28,Current employee,Good work and culture and benefits,Nothing to complain. New name industry solutions,MicroSoft
Consultant Cloud Devops,5.0,2022-05-31,Current employee,"Work culture,Helpful environment, Good learning opportunities",Non competetive package as per market,MicroSoft
Purchasing Agent,5.0,2022-06-23,"Current employee, more than 1 year","Professional employees, dedicated, committed, honest",I don't have any cons to my workplace,MicroSoft
Computer Progamer,5.0,2022-06-23,Former employee,I liked it a lot,It was very very tiring,MicroSoft
Head Of Coe,3.0,2022-07-20,Current employee,big company and best people working aroung,technical capability is a little week,MicroSoft
Project Accountant,4.0,2022-09-22,Current employee,"job is good all good, its fine","nothing really, all fine, nothing bad",MicroSoft
Python Programmer,4.0,2022-09-25,Current employee,Good płace to work. Recommended place.,Sałaty should be higher like in the market.,MicroSoft
Head Of Engineering,5.0,2022-10-05,Current employee,Good company value and great achievements possible,Not at all any bad things,MicroSoft
Product Markteting Manager,5.0,2015-01-28,"Current employee, more than 5 years",Work life balance and career experiences,slow moving in some areas,MicroSoft
Director Solution Sales,4.0,2015-08-05,"Current employee, more than 10 years","culture, future, career, team, technology","WLB, change, process, regional teams,",MicroSoft
Agile Coach,4.0,2015-08-21,Current employee,Get to work with world class professionals,Top down decisions. Frequent reorgs,MicroSoft
Software Analyst/Developer,5.0,2016-04-26,"Current employee, more than 5 years","Great team, infrastructure and big challenges.",Career opportunities for Green Badgers.,MicroSoft
