Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
wellbeing manager	{'NER': [], 'ROLES': ['wellbeing manager', 'manager']}	great company work	{'NER': [], 'ROLES': ['great', 'great company']}	lot politic	{'NER': [], 'ROLES': []}	Former Employee	5.0	2024-03-12	Former	employee	default	Google	wellbeing manager great company work lot politic employee	0.20655265	11.438916	-24.20121	1.0	0.0	1.0	0.0	0.0	0.0	0.14605476988333949	0.5	0	0.34168467
user experience leadership	{'NER': [], 'ROLES': ['user', 'user experience', 'user experience leadership', 'leadership']}	good pay nice benefit	{'NER': [], 'ROLES': ['good']}	political engineering focus culture detriment user experience	{'NER': [], 'ROLES': ['engineering', 'user', 'user experience']}	Current Employee	3.0	2020-10-31	Current	employee	default	Google	user experience leadership good pay nice benefit political engineering focus culture detriment user experience employee	0.20653743	1.3560073	19.08565	0.5	0.0	1.0	0.0	0.0	0.0	0.146043990711356	1.0	0	0.34165946
procurement manager	{'NER': [], 'ROLES': ['procurement', 'procurement manager', 'manager']}	great great great great	{'NER': [], 'ROLES': ['great', 'great', 'great', 'great']}	great great	{'NER': [], 'ROLES': ['great', 'great']}	Current Employee	5.0	2024-01-17	Current	employee	default	Google	procurement manager great great great great great great employee	0.20652762	-17.238745	-24.219648	1.0	0.0	1.0	0.0	0.0	0.0	0.14603706038455957	0.5	0	0.34164324
learn leader	{'NER': [], 'ROLES': ['learning leader']}	lead edge technology amazing people	{'NER': [], 'ROLES': ['technology']}	global complexity bureaucracy test temper push	{'NER': [], 'ROLES': ['test']}	Current Employee, More Than 10 Years	5.0	2017-04-20	Current	employee	default	IBM	learn leader lead edge technology amazing people global complexity bureaucracy test temper push employee	0.2014766	-30.07235	-14.946327	1.0	0.0	1.0	0.0	0.0	0.0	0.14246545123011686	0.5	0	0.34161627
store operation	{'NER': [], 'ROLES': ['store operations', 'operations']}	easy hire friendly peer	{'NER': [], 'ROLES': []}	management passive agressive employee penalyze offer constructive criticism employee work hard treat like middle schooler hire tell time actually hour week likely work hour	{'NER': [('38 hours', 'TIME'), ('40 hours', 'TIME')], 'ROLES': ['management', 'it', 'it']}	Former Employee, More Than 1 Year	2.0	2017-02-06	Former	employee	1 - 3 year	Google	store operation easy hire friendly peer management passive agressive employee penalyze offer constructive criticism employee work hard treat like middle schooler hire tell time actually hour week likely work hour employee	0.20649464	26.727062	-1.8606397	0.25	0.0	1.0	0.0	0.0	0.0	0.14601373844979226	0.0	0	0.3415887
senior software development engineer test manager	{'NER': [], 'ROLES': ['senior software', 'senior software development engineer', 'senior software development engineer in test', 'senior software development engineer in test manager', 'software', 'software development', 'software development engineer', 'software development engineer in test', 'development engineer', 'engineer', 'test', 'test manager', 'manager']}	work new technology work intelligent people	{'NER': [], 'ROLES': ['technology']}	feel value employee year manager hand tie curved review structure	{'NER': [('15 years', 'DATE')], 'ROLES': ['employee']}	Current Employee, More Than 10 Years	3.0	2016-01-14	Current	employee	default	MicroSoft	senior software development engineer test manager work new technology work intelligent people feel value employee year manager hand tie curved review structure employee	0.18956967	-19.066769	28.937408	0.5	0.0	1.0	0.0	0.0	0.0	0.13404599090657862	0.0	0	0.34158102
entry	{'NER': [], 'ROLES': ['sde1', 'sde1 entry']}	great work life balance great culture	{'NER': [], 'ROLES': ['great', 'great']}	low salary market slow promotion	{'NER': [], 'ROLES': []}	Current Employee	4.0	2025-07-11	Current	employee	default	Cisco	entry great work life balance great culture low salary market slow promotion employee	0.19644383	-1.9218327	-20.162996	0.75	0.0	1.0	0.0	0.0	0.0	0.1389067441310261	0.5	0	0.34158036
senior incident response lead	{'NER': [], 'ROLES': ['senior incident response lead', 'incident response', 'lead']}	medical dental vision freemilitary benefit supervisor support youintereste challenge workremote work case	{'NER': [('vision freemilitary', 'ORG')], 'ROLES': ['supervisor', 'support']}	horrible work life balanceif immediate supervisor roughsome people allow contribute little strait refuse work mean work hard stick compensate high salary lot bonus stock potentialhave good relationship immediate supervisor critical rating growth opportunity bonus military support etc	{'NER': [], 'ROLES': ['supervisor', 'it', 'lots', 'good', 'supervisor', 'support']}	Current Employee, More Than 1 Year	3.0	2024-04-08	Current	employee	1 - 3 year	MicroSoft	senior incident response lead medical dental vision freemilitary benefit supervisor support youintereste challenge workremote work case horrible work life balanceif immediate supervisor roughsome people allow contribute little strait refuse work mean work hard stick compensate high salary lot bonus stock potentialhave good relationship immediate supervisor critical rating growth opportunity bonus military support etc employee	0.18956883	-22.192438	-1.3124222	0.5	0.0	1.0	0.0	0.0	0.0	0.13404539587995068	1.0	0	0.3415795
communicatin specialist	{'NER': [], 'ROLES': ['communicatin specialist', 'specialist']}	ok bit boring bit boring	{'NER': [], 'ROLES': []}	boring repetitive yeah	{'NER': [], 'ROLES': []}	Current Employee	3.0	2022-12-17	Current	employee	default	Google	communicatin specialist ok bit boring bit boring boring repetitive yeah employee	0.20648561	-22.115105	7.14398	0.5	0.0	1.0	0.0	0.0	0.0	0.1460073642378101	0.0	0	0.34157377
backup recovery administrative	{'NER': [('backup & recovery administrative', 'ORG')], 'ROLES': ['backup & recovery administrative', 'administrative']}	global flexible reliable futuristic experience	{'NER': [], 'ROLES': []}	salary increase bonus	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2021-06-04	Current	employee	1 - 3 year	IBM	backup recovery administrative global flexible reliable futuristic experience salary increase bonus employee	0.20142819	44.631897	-23.053019	1.0	0.0	1.0	0.0	0.0	0.0	0.1424312442139134	0.5	0	0.3415342
map maker	{'NER': [], 'ROLES': ['map maker']}	happy work google map maker feel well want promotion google year wait little time far	{'NER': [('about 1year', 'DATE'), ('google', 'ORG'), ('some year', 'DATE')], 'ROLES': ['am', 'google map', 'map maker', 'am', 'am']}	google	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2013-03-17	Current	employee	1 - 3 year	Google	map maker happy work google map maker feel well want promotion google year wait little time far google employee	0.20644622	55.412094	22.816269	1.0	0.0	1.0	0.0	0.0	0.0	0.1459795090510585	0.5	0	0.3415086
freelance writer	{'NER': [], 'ROLES': ['freelance writer', 'writer']}	flexible flat structure team	{'NER': [], 'ROLES': []}	overall work culture room improvement	{'NER': [], 'ROLES': []}	Former Employee, More Than 3 Years	4.0	2019-01-13	Former	employee	>3 year	IBM	freelance writer flexible flat structure team overall work culture room improvement employee	0.20140974	28.432644	36.42193	0.75	0.0	1.0	0.0	0.0	0.0	0.14241819469979844	0.5	0	0.3415029
senior edi developer	{'NER': [('edi', 'ORG')], 'ROLES': ['senior edi developer', 'developer']}	good place work work environment work culture friendly colleague	{'NER': [], 'ROLES': ['good']}	observe	{'NER': [], 'ROLES': []}	Current Employee, More Than 8 Years	4.0	2024-11-29	Current	employee	default	IBM	senior edi developer good place work work environment work culture friendly colleague observe employee	0.2014088	24.059603	32.01295	0.75	0.0	1.0	0.0	0.0	0.0	0.1424175071957594	0.5	0	0.34150133
analista der midleware	{'NER': [('analista', 'ORG')], 'ROLES': ['analista', 'analista der midleware']}	nice place start carrier knowledge	{'NER': [], 'ROLES': []}	terrible pay incompetent people management role	{'NER': [], 'ROLES': ['many', 'management']}	Current Employee, More Than 1 Year	3.0	2024-04-22	Current	employee	1 - 3 year	IBM	analista der midleware nice place start carrier knowledge terrible pay incompetent people management role employee	0.20140707	-20.330194	12.896781	0.5	0.0	1.0	0.0	0.0	0.0	0.14241630249986825	0.0	0	0.34149837
ttl	{'NER': [], 'ROLES': ['ttl']}	flex working time comfortable env	{'NER': [], 'ROLES': []}	chance promote	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2015-05-25	Current	employee	1 - 3 year	IBM	ttl flex working time comfortable env chance promote employee	0.20140344	36.914944	-2.4204469	1.0	0.0	1.0	0.0	0.0	0.0	0.14241371974992512	0.5	0	0.3414922
ethic program manager	{'NER': [], 'ROLES': ['ethics program manager', 'program', 'program manager', 'manager']}	flexible great benefit enthusiastic	{'NER': [], 'ROLES': ['great']}	time antiquated slow	{'NER': [], 'ROLES': []}	Current Employee, More Than 5 Years	5.0	2019-10-10	Current	employee	default	Cisco	ethic program manager flexible great benefit enthusiastic time antiquated slow employee	0.19638526	19.486465	-27.56369	1.0	0.0	1.0	0.0	0.0	0.0	0.13886534066273415	0.5	0	0.34147853
consultant strategy operation	{'NER': [], 'ROLES': ['consultant', 'consultant - strategy & operations', 'strategy', 'strategy & operations', 'operations']}	google culture know great right person open inclusive welcoming learn focus leave america californiatech world	{'NER': [('google', 'ORG'), ('america', 'GPE'), ('californiatech world', 'ORG')], 'ROLES': ['great', 'it']}	large organisation move slowly hq apac receive attention autonomy decision making implement change	{'NER': [('us', 'GPE'), ('apac', 'ORG')], 'ROLES': ['it']}	Former Employee, More Than 1 Year	5.0	2021-08-16	Former	employee	1 - 3 year	Google	consultant strategy operation google culture know great right person open inclusive welcoming learn focus leave america californiatech world large organisation move slowly hq apac receive attention autonomy decision making implement change employee	0.20642474	-34.129734	-12.375321	1.0	0.0	1.0	0.0	0.0	0.0	0.14596429812263897	0.5	0	0.34147307
advertising sale datum entry	{'NER': [], 'ROLES': ['advertising', 'advertising sales', 'advertising sales or data entry', 'sales', 'data entry']}	wonderful wish work	{'NER': [], 'ROLES': []}	far see	{'NER': [], 'ROLES': []}	Current Employee, More Than 8 Years	5.0	2019-02-25	Current	employee	default	Safaricom	advertising sale datum entry wonderful wish work far see employee	0.22855274	10.381233	-47.081085	1.0	0.0	1.0	0.0	0.0	0.0	0.16161117820332982	0.5	0	0.3414596
security officer	{'NER': [], 'ROLES': ['security', 'security officer', 'officer']}	lot perk term recreation campus activity	{'NER': [], 'ROLES': ['lots']}	apparent inroad seek opportunity enter return department	{'NER': [], 'ROLES': ['it']}	Current Employee, More Than 1 Year	4.0	2019-07-26	Current	employee	1 - 3 year	Cisco	security officer lot perk term recreation campus activity apparent inroad seek opportunity enter return department employee	0.19637391	6.1421027	15.042825	0.75	0.0	1.0	0.0	0.0	0.0	0.13885731194035777	0.5	0	0.3414588
program manager	{'NER': [], 'ROLES': ['program', 'program manager', 'manager']}	programme manager cisco role involve school visit lead littlebigaward campaign	{'NER': [('cisco', 'ORG')], 'ROLES': ['programme manager', 'manager']}	difficult decision leave cisco want work environment accessibility inclusion opportunity growth prioritise appreciate aspect company lack true disability inclusion ongoing uncertainty constant reorganisation push seek supportive empower workplace	{'NER': [('cisco', 'GPE')], 'ROLES': ['many']}	Former Employee, More Than 10 Years	1.0	2025-05-07	Former	employee	default	Cisco	program manager programme manager cisco role involve school visit lead littlebigaward campaign difficult decision leave cisco want work environment accessibility inclusion opportunity growth prioritise appreciate aspect company lack true disability inclusion ongoing uncertainty constant reorganisation push seek supportive empower workplace employee	0.19636387	-44.104008	10.568679	0.0	0.0	1.0	0.0	0.0	0.0	0.13885019380220198	0.0	0	0.34144133
customer delivery leader	{'NER': [], 'ROLES': ['customer', 'customer delivery leader', 'delivery', 'delivery leader']}	yes look pinch depend manager	{'NER': [], 'ROLES': ['manager']}	wellbeing statement leadership care completely distance happen ground ineffective petty director vps want	{'NER': [], 'ROLES': ['leadership']}	Current Employee, More Than 10 Years	2.0	2025-04-16	Current	employee	default	Cisco	customer delivery leader yes look pinch depend manager wellbeing statement leadership care completely distance happen ground ineffective petty director vps want employee	0.19635236	13.16392	-15.332157	0.25	0.0	1.0	0.0	0.0	0.0	0.1388420719028301	0.0	0	0.34142134
global partner manager	{'NER': [], 'ROLES': ['global partner manager', 'partner', 'partner manager', 'manager']}	large portfolio product learn work	{'NER': [], 'ROLES': []}	layer management constant state shuffle annual layoff fiscal year end disheartening	{'NER': [('annual', 'DATE'), ('fiscal year end', 'DATE')], 'ROLES': ['many', 'management']}	Current Employee	5.0	2020-01-09	Current	employee	default	Cisco	global partner manager large portfolio product learn work layer management constant state shuffle annual layoff fiscal year end disheartening employee	0.19633508	-11.094003	-55.061676	1.0	0.0	1.0	0.0	0.0	0.0	0.13882984231701712	0.5	0	0.34139127
sap mm hana procurement consultant	{'NER': [('sap mm', 'PERSON'), ('hana', 'PERSON')], 'ROLES': ['sap', 'sap mm', 'sap mm, s4 hana procurement consultant', 'procurement', 'procurement consultant', 'consultant']}	benefit organized person	{'NER': [], 'ROLES': ['many']}	salary industry standard	{'NER': [], 'ROLES': []}	Current Employee, More Than 8 Years	4.0	2018-10-30	Current	employee	default	IBM	sap mm hana procurement consultant benefit organized person salary industry standard employee	0.20129657	6.660717	-67.71236	0.75	0.0	1.0	0.0	0.0	0.0	0.14233812753248182	0.5	0	0.341311
senior director design	{'NER': [], 'ROLES': ['senior director', 'senior director, design', 'director']}	salary benefitsrole autonomyceovision strategy	{'NER': [], 'ROLES': ['strategy']}	culture senior career progressionglass ceiling	{'NER': [], 'ROLES': []}	Current Employee	4.0	2021-11-28	Current	employee	default	MicroSoft	senior director design salary benefitsrole autonomyceovision strategy culture senior career progressionglass ceiling employee	0.18940932	-8.916087	-39.370724	0.75	0.0	1.0	0.0	0.0	0.0	0.13393259996698112	1.5	1	0.34129208
information architect	{'NER': [], 'ROLES': ['information architect', 'architect']}	diverse area available growth	{'NER': [], 'ROLES': []}	growth n hike reliant manager	{'NER': [], 'ROLES': ['manager']}	Current Employee	4.0	2021-03-21	Current	employee	default	IBM	information architect diverse area available growth growth n hike reliant manager employee	0.20128146	-53.692097	-1.2632389	0.75	0.0	1.0	0.0	0.0	0.0	0.14232747998990677	0.5	0	0.34128538
customer care executive non voice	{'NER': [], 'ROLES': ['customer', 'customer care', 'customer care executive', 'customer care executive non voice', 'executive']}	carrier start ibm daksh work organization year month present work shipping line different field continue carrier bpo sector	{'NER': [('first', 'ORDINAL'), ('ibm', 'ORG'), ('around 3 years 9 months', 'DATE')], 'ROLES': ['am', 'am', 'shipping', 'am', 'bpo']}	understand customer problem try resolve issue learn tip short cut key frequently airtel service instant service register customer suggestion query request complaint feedback form	{'NER': [], 'ROLES': ['services', 'services']}	Current Employee, Less Than 1 Year	4.0	2017-07-26	Current	employee	<1 year	IBM	customer care executive non voice carrier start ibm daksh work organization year month present work shipping line different field continue carrier bpo sector understand customer problem try resolve issue learn tip short cut key frequently airtel service instant service register customer suggestion query request complaint feedback form employee	0.20127887	-39.726753	-24.693428	0.75	0.0	1.0	0.0	0.0	0.0	0.1423256472016768	0.5	0	0.341281
system engineer sale	{'NER': [], 'ROLES': ['systems', 'systems engineer', 'systems engineer - sales', 'engineer', 'engineer - sales', 'sales']}	work caliber people	{'NER': [], 'ROLES': []}	big company bureaucracy loose culture innovation	{'NER': [], 'ROLES': []}	Former Employee, More Than 8 Years	4.0	2014-01-09	Former	employee	default	Cisco	system engineer sale work caliber people big company bureaucracy loose culture innovation employee	0.19626501	-11.000902	48.179317	0.75	0.0	1.0	0.0	0.0	0.0	0.1387803164645386	0.5	0	0.34126943
t architect	{'NER': [], 'ROLES': ['i/t', 'i/t architect', 'architect']}	solid corporation work good benefit great training learning opportunity great experience smart talented employee potential good work life balance right team area discipline	{'NER': [], 'ROLES': ['good', 'great', 'training', 'great', 'many', 'good']}	potential poor work life balance wrong team area discipline outsource job lower pay overseas worker trend respect employee employee general take away reimbursement work home low cost award etc somewhat secretive mgt communication culture lack strategy true growth innovation stock flat yr way stay profitable cut cost cut job	{'NER': [('you.s.', 'GPE'), ('10+ yrs', 'DATE')], 'ROLES': ['jobs', 'general', 'mgt', 'strategy', 'jobs']}	Former Employee	4.0	2010-08-11	Former	employee	default	IBM	t architect solid corporation work good benefit great training learning opportunity great experience smart talented employee potential good work life balance right team area discipline potential poor work life balance wrong team area discipline outsource job lower pay overseas worker trend respect employee employee general take away reimbursement work home low cost award etc somewhat secretive mgt communication culture lack strategy true growth innovation stock flat yr way stay profitable cut cost cut job employee	0.20126748	-18.603662	6.5351377	0.75	0.0	1.0	0.0	0.0	0.0	0.14231758559778054	0.5	0	0.34126168
sale lead	{'NER': [], 'ROLES': ['sales', 'sales lead', 'lead']}	great people worker potential learn new thing know right people	{'NER': [], 'ROLES': ['great']}	clicky mgmt growth promotion leave return band mgmt select photo value	{'NER': [], 'ROLES': []}	Current Employee	3.0	2023-07-21	Current	employee	default	IBM	sale lead great people worker potential learn new thing know right people clicky mgmt growth promotion leave return band mgmt select photo value employee	0.20125893	-35.158875	-8.978294	0.5	0.0	1.0	0.0	0.0	0.0	0.14231154357486164	0.0	0	0.3412472
datum base administrator	{'NER': [], 'ROLES': ['data base administrator', 'administrator']}	interesting exposure telecom industry	{'NER': [], 'ROLES': ['it']}	time consume reward overtime work	{'NER': [], 'ROLES': []}	Former Employee, More Than 3 Years	2.0	2023-02-03	Former	employee	>3 year	Safaricom	datum base administrator interesting exposure telecom industry time consume reward overtime work employee	0.22840808	-25.297558	19.492811	0.25	0.0	1.0	0.0	0.0	0.0	0.1615088971143876	0.0	0	0.34124348
network administrative	{'NER': [], 'ROLES': ['network', 'network administrative', 'administrative']}	work culture online train award culture communication flow team	{'NER': [], 'ROLES': []}	management salary increase opportunity hr hold compensation growth	{'NER': [], 'ROLES': ['management', 'hr']}	Current Employee, More Than 8 Years	4.0	2017-05-13	Current	employee	default	IBM	network administrative work culture online train award culture communication flow team management salary increase opportunity hr hold compensation growth employee	0.20125267	-36.928387	-10.713961	0.75	0.0	1.0	0.0	0.0	0.0	0.14230711904358384	0.5	0	0.3412366
customer engineering manager	{'NER': [], 'ROLES': ['customer', 'customer engineering', 'customer engineering manager', 'engineering', 'engineering manager', 'manager']}	company bring big effective resource bear problem want lot smart people great work home flexibility	{'NER': [], 'ROLES': ['it', 'lots', 'great']}	lot strategy change dispersed team work community difficult salary review policy make sure rate staff get raise	{'NER': [('35%', 'PERCENT')], 'ROLES': ['lots', 'strategy', 'policy']}	Current Employee, More Than 10 Years	3.0	2016-01-07	Current	employee	default	IBM	customer engineering manager company bring big effective resource bear problem want lot smart people great work home flexibility lot strategy change dispersed team work community difficult salary review policy make sure rate staff get raise employee	0.20125203	-11.22123	-21.931803	0.5	0.0	1.0	0.0	0.0	0.0	0.14230665569349005	1.0	0	0.3412355
brand sale specialist	{'NER': [], 'ROLES': ['brand', 'brand sales', 'brand sales specialist', 'sales', 'sales specialist', 'specialist']}	great product support enterprise customer full	{'NER': [], 'ROLES': ['great', 'support']}	overwhelming powerpoint training make present customer difficult	{'NER': [], 'ROLES': ['training']}	Former Employee, More Than 10 Years	2.0	2025-06-20	Former	employee	default	IBM	brand sale specialist great product support enterprise customer full overwhelming powerpoint training make present customer difficult employee	0.20124206	4.4939733	-46.030926	0.25	0.0	1.0	0.0	0.0	0.0	0.14229962845884028	0.0	0	0.3412186
senior manager product management	{'NER': [], 'ROLES': ['senior manager', 'senior manager, product management', 'manager', 'manager, product management', 'product', 'product management', 'management']}	good people work good flexibility option	{'NER': [], 'ROLES': ['good', 'good']}	late market lot pressure cut cost	{'NER': [], 'ROLES': ['lots']}	Former Employee, More Than 8 Years	3.0	2020-07-30	Former	employee	default	IBM	senior manager product management good people work good flexibility option late market lot pressure cut cost employee	0.20121533	-10.505047	-17.969513	0.5	0.0	1.0	0.0	0.0	0.0	0.14228069505306373	0.0	0	0.34117326
process associate	{'NER': [], 'ROLES': ['process associate', 'associate']}	good work culture job growth	{'NER': [], 'ROLES': ['good']}	con	{'NER': [], 'ROLES': []}	Current Employee	5.0	2025-07-28	Current	employee	default	IBM	process associate good work culture job growth con employee	0.20121133	-2.1359487	-16.662512	1.0	0.0	1.0	0.0	0.0	0.0	0.14227790757253678	0.5	0	0.3411665
tech support representative	{'NER': [], 'ROLES': ['tech', 'tech support', 'tech support representative', 'support', 'representative']}	good company work	{'NER': [], 'ROLES': ['good']}	salary hike bonus	{'NER': [], 'ROLES': []}	Current Employee	5.0	2025-06-11	Current	employee	default	IBM	tech support representative good company work salary hike bonus employee	0.20120946	44.406036	-23.386465	1.0	0.0	1.0	0.0	0.0	0.0	0.1422765617313715	0.5	0	0.3411633
corporate health safety medical specialist	{'NER': [('health & safety medical', 'ORG')], 'ROLES': ['corporate health & safety medical specialists', 'safety']}	capacity personal work possibility course training culture respect inclusion	{'NER': [], 'ROLES': ['training']}	surely find future	{'NER': [], 'ROLES': []}	Current Employee	5.0	2022-11-15	Current	employee	default	IBM	corporate health safety medical specialist capacity personal work possibility course training culture respect inclusion surely find future employee	0.20120868	6.7296047	1.4279113	1.0	0.0	1.0	0.0	0.0	0.0	0.14227600672540458	0.5	0	0.341162
software engineer	{'NER': [('se1', 'ORG')], 'ROLES': ['software', 'software engineer', 'software engineer se1', 'engineer']}	employee friendly company	{'NER': [], 'ROLES': ['employee']}	think	{'NER': [], 'ROLES': []}	Current Employee	5.0	2023-09-11	Current	employee	default	Cisco	software engineer employee friendly company think employee	0.19619656	7.423845	42.687344	1.0	0.0	1.0	0.0	0.0	0.0	0.1387319401409608	0.5	0	0.3411504
senior technical support manager	{'NER': [], 'ROLES': ['senior technical support', 'senior technical support manager', 'technical', 'technical support', 'technical support manager', 'support', 'support manager', 'manager']}	flexible working access smart people industry	{'NER': [], 'ROLES': []}	bureaucratic number	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	3.0	2020-03-11	Current	employee	default	IBM	senior technical support manager flexible working access smart people industry bureaucratic number employee	0.20118868	6.3222756	-12.544412	0.5	0.0	1.0	0.0	0.0	0.0	0.14226185874769331	0.0	0	0.34112808
senior manager technical marketing	{'NER': [], 'ROLES': ['senior manager', 'senior manager, technical marketing', 'manager', 'technical', 'technical marketing', 'marketing']}	job opportunity choose	{'NER': [], 'ROLES': ['many']}	tie old technology	{'NER': [], 'ROLES': []}	Current Employee	3.0	2024-09-01	Current	employee	default	Cisco	senior manager technical marketing job opportunity choose tie old technology employee	0.19618206	-3.3595376	-29.843792	0.5	0.0	1.0	0.0	0.0	0.0	0.1387216435224493	0.0	0	0.3411252
electrical engineer	{'NER': [], 'ROLES': ['electrical', 'electrical engineer', 'engineer']}	pay good	{'NER': [], 'ROLES': ['good']}	hour bas	{'NER': [('the hours', 'TIME'), ('bas', 'PERSON')], 'ROLES': []}	Current Employee	5.0	2025-07-23	Current	employee	default	Google	electrical engineer pay good hour bas employee	0.20619614	-12.183584	44.41489	1.0	0.0	1.0	0.0	0.0	0.0	0.14580268191783005	1.5	1	0.3410949
operation manager	{'NER': [], 'ROLES': ['it', 'it operation manager', 'operation', 'operation manager', 'manager']}	ibm employee friendly company	{'NER': [('ibm', 'ORG')], 'ROLES': ['employee']}	major con	{'NER': [], 'ROLES': []}	Current Employee	5.0	2024-10-27	Current	employee	default	IBM	operation manager ibm employee friendly company major con employee	0.20116177	-42.462257	-36.260258	1.0	0.0	1.0	0.0	0.0	0.0	0.14224283357422166	0.5	0	0.34108245
jr python developer	{'NER': [], 'ROLES': ['jr python developer', 'python developer', 'developer']}	work environment amazing	{'NER': [], 'ROLES': []}	con mention	{'NER': [], 'ROLES': []}	Former Employee	5.0	2024-01-08	Former	employee	default	Google	jr python developer work environment amazing con mention employee	0.20618147	32.182423	47.00379	1.0	0.0	1.0	0.0	0.0	0.0	0.14579232331961953	0.5	0	0.34107062
customer success manager	{'NER': [], 'ROLES': ['customer', 'customer success', 'customer success manager', 'manager']}	selfmotivate peer super kind willing help	{'NER': [], 'ROLES': []}	high impact unclear guideline	{'NER': [], 'ROLES': []}	Former Employee	4.0	2025-08-07	Former	employee	default	MicroSoft	customer success manager selfmotivate peer super kind willing help high impact unclear guideline employee	0.18926564	10.355768	-29.768951	0.75	0.0	1.0	0.0	0.0	0.0	0.13383100290528332	0.5	0	0.3410332
risk manager	{'NER': [], 'ROLES': ['risk', 'risk manager', 'manager']}	wealth knowledge lot opportunity	{'NER': [], 'ROLES': ['lots']}	redundencie slow execute politic	{'NER': [], 'ROLES': []}	Former Employee, More Than 8 Years	4.0	2024-09-16	Former	employee	default	MicroSoft	risk manager wealth knowledge lot opportunity redundencie slow execute politic employee	0.1892575	6.433925	-22.239174	0.75	0.0	1.0	0.0	0.0	0.0	0.1338252537521053	0.5	0	0.34101853
qualityenginer	{'NER': [], 'ROLES': ['qualityenginer']}	work life balance current trend technology project	{'NER': [], 'ROLES': ['project']}	salary hike poor expect double digit hike	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	4.0	2025-07-18	Current	employee	default	IBM	qualityenginer work life balance current trend technology project salary hike poor expect double digit hike employee	0.20112398	46.573006	-16.10124	0.75	0.0	1.0	0.0	0.0	0.0	0.1422161200237209	0.5	0	0.34101838
etudiant en alternance	{'NER': [('etudiant en alternance', 'ORG')], 'ROLES': ['etudiant en alternance']}	bon accompagnement des manager pour les mission	{'NER': [('bon accompagnement des managers pour les', 'ORG')], 'ROLES': []}	onboarding complexe étant donnée la taille de	"{'NER': [(""complexe étant donnée la taille de l'entreprise"", 'ORG')], 'ROLES': []}"	Former Employee	5.0	2023-11-23	Former	employee	default	MicroSoft	etudiant en alternance bon accompagnement des manager pour les mission onboarding complexe étant donnée la taille de employee	0.1892429	10.858881	-15.37826	1.0	0.0	1.0	0.0	0.0	0.0	0.13381492823781554	0.5	0	0.3409922
quality assurance analyst	{'NER': [], 'ROLES': ['quality', 'quality assurance', 'quality assurance analyst', 'assurance', 'analyst']}	work home big benefit lately	{'NER': [], 'ROLES': []}	worried ra stay list raise far little bonus work hour	{'NER': [('all hours', 'TIME')], 'ROLES': []}	Former Employee, More Than 10 Years	2.0	2015-03-05	Former	employee	default	IBM	quality assurance analyst work home big benefit lately worried ra stay list raise far little bonus work hour employee	0.20108716	45.020065	-22.14278	0.25	0.0	1.0	0.0	0.0	0.0	0.14219010366655993	1.0	0	0.34095594
director software engineering	{'NER': [], 'ROLES': ['director', 'director software engineering', 'software', 'software engineering', 'engineering']}	cisco long decade tell cisco corporation absolutely good corporation work extraordinary people great culture win mindset elt executive leadership strong leader courage vision importantly amazing human being	{'NER': [('cisco', 'ORG'), ('longer than a decade', 'DATE'), ('cisco corporation', 'ORG'), ('elt', 'ORG')], 'ROLES': ['great', 'executive', 'leadership']}	watch poorly run business unit loyalty zero value cisco decline business unit cut people laidoff skill expertise match exceed internal open opening luck hope cisco realize improve aspect	{'NER': [('loyalty', 'ORG'), ('zero', 'CARDINAL'), ('cisco', 'GPE'), ('cisco', 'ORG')], 'ROLES': []}	Former Employee, More Than 10 Years	5.0	2019-10-03	Former	employee	default	Cisco	director software engineering cisco long decade tell cisco corporation absolutely good corporation work extraordinary people great culture win mindset elt executive leadership strong leader courage vision importantly amazing human being watch poorly run business unit loyalty zero value cisco decline business unit cut people laidoff skill expertise match exceed internal open opening luck hope cisco realize improve aspect employee	0.1960823	-44.265728	13.169857	1.0	0.0	1.0	0.0	0.0	0.0	0.13865109537575163	0.5	0	0.3409517
operational director	{'NER': [], 'ROLES': ['operational director', 'director']}	overall good experience good benefit	{'NER': [], 'ROLES': ['good', 'good']}	good benefit con general	{'NER': [], 'ROLES': ['good', 'general']}	Current Employee, More Than 1 Year	5.0	2022-06-15	Current	employee	1 - 3 year	Google	operational director overall good experience good benefit good benefit con general employee	0.2061055	-11.1458645	-43.218487	1.0	0.0	1.0	0.0	0.0	0.0	0.14573858570194995	0.5	0	0.34094498
